Year,State,District,Block/Taluka,Location/Site/Village,Latitude,Longitude,pH,EC (µS/cm),CO3 (mg/L),HCO3 (mg/L),Cl (mg/L),F (mg/L),SO4 (mg/L),NO3 (mg/L),PO4 (mg/L),Total Hardness,Ca (mg/L),Mg (mg/L),Na (mg/L),K (mg/L),SiO2,TDS,Fe (ppm),As (ppb),U (ppb)
2023,Punjab,Amritsar,,Jagdev Khurd (Dalla),31.90700,74.73910,7.58,1233.00,0.00,476.00,92.00,0.61,19.00,2.00,0.00,380.00,96.00,34.00,65.00,14.00,,,1.11,35.90,0.57
2023,Punjab,Amritsar,,Laungo Mahal,31.90590,74.81890,7.96,683.00,0.00,415.00,35.00,0.62,0.00,0.00,0.00,200.00,40.00,24.00,87.00,6.00,,,0.04,54.06,3.77
2023,Punjab,Amritsar,,Makowal,31.90460,74.89040,8.20,412.00,0.00,254.00,21.00,0.56,0.00,0.00,0.00,180.00,32.00,24.00,21.00,7.00,,,0.05,44.44,3.04
2023,Punjab,Amritsar,,Malakpur,31.95340,74.84530,8.20,442.00,0.00,220.00,21.00,0.48,0.00,1.00,0.00,170.00,32.00,22.00,20.00,5.00,,,1.76,35.85,1.04
2023,Punjab,Amritsar,,Ramdas,31.96670,74.91110,8.10,373.00,0.00,238.00,14.00,0.83,0.00,0.00,0.00,110.00,24.00,12.00,47.00,4.00,,,0.05,36.31,0.11
2023,Punjab,Amritsar,,Sarangra (Nawankhuh),31.79270,74.81760,7.90,596.00,0.00,342.00,35.00,0.96,0.00,1.00,0.00,220.00,40.00,29.00,51.00,9.00,,,0.04,2.25,4.88
2023,Punjab,Amritsar,,Sazada,32.00540,74.89870,7.66,972.00,0.00,322.00,135.00,0.65,16.00,0.00,0.00,350.00,56.00,51.00,61.00,6.00,,,6.15,67.26,0.10
2023,Punjab,Amritsar,,Urdhan,74.86000,74.86000,8.15,455.00,0.00,284.00,14.00,0.76,0.00,0.00,0.00,150.00,40.00,12.00,42.00,7.00,,,0.04,60.03,3.95
2023,Punjab,Amritsar,,Bhindi Saidan,31.81100,74.64100,7.92,1855.00,0.00,610.00,106.00,1.10,287.00,1.00,0.00,300.00,56.00,39.00,311.00,9.00,,,3.01,24.52,0.11
2023,Punjab,Amritsar,,Boparai Baj Singh,31.64470,74.73930,7.88,1645.00,0.00,622.00,170.00,2.00,46.00,0.00,0.00,250.00,60.00,24.00,250.00,11.00,,,1.12,25.93,39.30
2023,Punjab,Amritsar,,Chogawan,31.70390,74.66510,7.76,1565.00,0.00,644.00,156.00,1.10,104.00,1.00,0.00,360.00,56.00,54.00,221.00,19.00,,,0.07,6.74,22.42
2023,Punjab,Amritsar,,Dala,31.67150,74.58940,8.05,1041.00,0.00,610.00,43.00,1.50,0.00,18.00,0.00,240.00,36.00,36.00,137.00,44.00,,,0.02,4.87,11.91
2023,Punjab,Amritsar,,Jai Ramkot,31.85330,74.67300,7.74,850.00,0.00,391.00,64.00,0.63,0.00,0.00,0.00,250.00,59.00,25.00,78.00,6.00,,,0.92,59.18,0.99
2023,Punjab,Amritsar,,Kakar,31.71830,74.54310,7.62,1127.00,0.00,488.00,121.00,0.62,0.00,1.00,0.00,310.00,68.00,34.00,125.00,10.00,,,0.81,36.05,13.44
2023,Punjab,Amritsar,,Kaulowal,31.64700,74.68340,7.86,822.00,0.00,439.00,35.00,0.98,11.00,0.00,0.00,280.00,19.00,56.00,68.00,10.00,,,0.79,3.36,8.64
2023,Punjab,Amritsar,,Lelian/Kowe,31.72080,74.59960,7.72,966.00,0.00,427.00,99.00,0.66,0.00,29.00,0.00,320.00,60.00,41.00,94.00,8.00,,,0.60,0.53,8.05
2023,Punjab,Amritsar,,Nurowal,31.79390,74.58710,8.15,388.00,0.00,207.00,21.00,0.72,0.00,0.00,0.00,120.00,28.00,12.00,38.00,5.00,,,0.04,11.19,3.88
2023,Punjab,Amritsar,,Attari,31.60840,74.60420,8.21,595.00,0.00,350.00,43.00,0.94,0.00,0.00,0.00,220.00,56.00,20.00,52.00,8.00,,,0.04,20.75,11.54
2023,Punjab,Amritsar,,Adliwala,31.72980,74.83000,7.54,1310.00,0.00,561.00,142.00,0.67,0.00,27.00,0.00,380.00,68.00,51.00,133.00,31.00,,,0.06,5.98,29.70
2023,Punjab,Amritsar,,Jauns (Muhar),31.78870,74.73990,7.91,534.00,0.00,278.00,43.00,0.72,0.00,0.00,0.00,200.00,48.00,19.00,41.00,8.00,,,0.02,3.12,5.98
2023,Punjab,Amritsar,,Jhanjoti,31.71660,74.74910,8.18,533.00,0.00,288.00,35.00,0.69,0.00,0.00,0.00,180.00,37.00,21.00,43.00,8.00,,,0.09,22.08,9.77
2023,Punjab,Amritsar,,Kandowali,31.78130,74.89140,7.90,485.00,0.00,256.00,35.00,0.48,0.00,1.00,0.00,200.00,46.00,21.00,27.00,9.00,,,0.16,2.52,21.28
2023,Punjab,Amritsar,,Jadiala Guru,31.56700,75.03300,7.90,484.00,0.00,287.00,28.00,0.45,0.00,0.00,0.00,213.00,51.00,21.00,28.00,7.00,,,0.09,1.23,10.23
2023,Punjab,Amritsar,,Amritsar Urban-01,31.59700,74.95200,7.85,797.00,0.00,476.00,43.00,0.85,0.00,0.00,0.00,200.00,40.00,24.00,112.00,19.00,,,0.04,17.54,33.98
2023,Punjab,Amritsar,,Bundala,31.53910,74.97530,7.72,950.00,0.00,525.00,35.00,1.30,0.00,9.00,0.00,280.00,60.00,32.00,96.00,11.00,,,0.02,1.41,22.56
2023,Punjab,Amritsar,,Manawala,31.61180,74.96910,7.75,1516.00,0.00,513.00,121.00,0.79,167.00,38.00,0.00,380.00,48.00,63.00,190.00,27.00,,,0.03,0.39,40.27
2023,Punjab,Amritsar,,Bhaini Badeshan,31.54610,75.12240,8.90,1152.00,92.00,484.00,58.00,0.65,0.00,32.00,0.00,277.00,17.00,57.00,126.00,98.00,,,0.01,2.74,1.25
2023,Punjab,Amritsar,,Manawala,31.61180,75.96560,8.04,1080.00,0.00,531.00,58.00,1.05,24.00,26.00,0.00,352.00,51.00,54.00,96.00,17.00,,,0.03,0.39,40.27
2023,Punjab,Amritsar,,Dadian,31.72620,74.97320,7.92,698.00,0.00,330.00,35.00,0.85,17.00,4.00,0.00,270.00,60.00,29.00,32.00,9.00,,,3.80,0.48,1.29
2023,Punjab,Amritsar,,Hamja,31.77870,74.96550,7.74,570.00,0.00,330.00,43.00,0.80,0.00,0.00,0.00,250.00,56.00,27.00,28.00,8.00,,,4.83,6.19,1.90
2023,Punjab,Amritsar,,Kathu Nangal,31.73280,75.04180,8.11,400.00,0.00,214.00,28.00,0.82,0.00,0.00,0.00,180.00,56.00,10.00,12.00,6.00,,,0.03,8.45,7.75
2023,Punjab,Amritsar,,Marari Khurd,31.78200,75.05040,8.05,754.00,0.00,342.00,64.00,0.73,0.00,2.00,0.00,170.00,32.00,22.00,93.00,12.00,,,0.12,8.22,9.71
2023,Punjab,Amritsar,,Sarhala,31.73990,75.10840,7.88,1027.00,0.00,476.00,43.00,1.00,36.00,0.00,0.00,200.00,21.00,36.00,132.00,15.00,,,0.14,2.48,44.50
2023,Punjab,Amritsar,,Beas,31.51500,75.30000,7.56,870.00,0.00,464.00,71.00,0.56,0.00,2.00,0.00,320.00,77.00,31.00,75.00,8.00,,,0.03,0.96,12.04
2023,Punjab,Amritsar,,Bhinder,31.54000,75.19140,7.87,612.00,0.00,344.00,19.00,0.57,0.00,31.00,0.00,245.00,77.00,13.00,33.00,9.00,,,0.03,1.35,14.20
2023,Punjab,Amritsar,,Jhalari,31.60240,75.33100,7.80,1013.00,0.00,484.00,84.00,0.70,0.00,34.00,0.00,405.00,81.00,49.00,65.00,14.00,,,0.03,1.38,12.27
2023,Punjab,Amritsar,,Wadala Khurd,31.60190,75.24760,7.89,589.00,0.00,375.00,19.00,0.62,0.00,1.00,0.00,245.00,77.00,13.00,33.00,9.00,,,2.86,0.14,3.29
2023,Punjab,Amritsar,,Nayatandel,31.67010,75.17230,7.65,637.00,0.00,341.00,64.00,0.76,0.00,0.00,0.00,250.00,59.00,25.00,44.00,15.00,,,0.38,3.67,14.13
2023,Punjab,Amritsar,,Beriyanwala,31.61150,75.17020,7.95,546.00,0.00,320.00,21.00,0.81,0.00,0.00,0.00,200.00,40.00,24.00,35.00,9.00,,,0.01,1.43,12.52
2023,Punjab,Amritsar,,Chogawan,31.66250,75.12210,7.66,1825.00,0.00,622.00,220.00,1.10,24.00,102.00,0.00,460.00,72.00,68.00,155.00,112.00,,,0.07,6.74,22.42
2023,Punjab,Amritsar,,Jabbowal,31.60700,75.13140,7.76,551.00,0.00,322.00,35.00,0.68,0.00,0.00,0.00,240.00,54.00,26.00,24.00,14.00,,,0.16,6.81,17.69
2023,Punjab,Amritsar,,Raipur Kalan,31.65650,75.04250,7.75,650.00,0.00,281.00,35.00,0.75,0.00,31.00,0.00,250.00,58.00,26.00,23.00,15.00,,,0.02,0.58,53.87
2023,Punjab,Amritsar,,Amritsar Urban-02,31.62490,74.89420,8.17,584.00,0.00,354.00,28.00,0.93,0.00,0.00,0.00,170.00,60.00,5.00,73.00,9.00,,,0.01,10.58,11.45
2023,Punjab,Amritsar,,Amritsar Urban-03,31.62490,74.89420,7.81,599.00,0.00,378.00,21.00,0.86,0.00,0.00,0.00,250.00,54.00,28.00,32.00,10.00,,,0.03,4.88,12.29
2023,Punjab,Amritsar,,Amritsar Urban-04,31.63490,74.86140,7.84,848.00,0.00,452.00,71.00,0.91,0.00,0.00,0.00,280.00,54.00,35.00,87.00,10.00,,,0.05,0.93,25.30
2023,Punjab,Amritsar,,Amritsar Urban-05,31.63420,74.85580,8.23,528.00,0.00,304.00,28.00,1.00,0.00,0.00,0.00,200.00,40.00,24.00,42.00,8.00,,,0.05,0.72,16.13
2023,Punjab,Amritsar,,Amritsar Urban-06,31.65710,74.84950,7.76,1006.00,0.00,549.00,92.00,1.70,0.00,4.00,0.00,300.00,54.00,40.00,117.00,15.00,,,0.02,0.21,93.37
2023,Punjab,Amritsar,,Amritsar Urban-07,31.63150,74.83460,7.89,1430.00,0.00,708.00,85.00,2.00,13.00,4.00,0.00,200.00,48.00,19.00,238.00,13.00,,,0.02,2.21,58.80
2023,Punjab,Amritsar,,Amritsar Urban-08,31.63050,74.82410,7.84,588.00,0.00,342.00,43.00,1.40,0.00,0.00,0.00,210.00,48.00,22.00,56.00,9.00,,,0.31,15.06,13.79
2023,Punjab,Amritsar,,Amritsar Urban-09,31.62820,74.80210,8.25,712.00,0.00,424.00,28.00,1.10,0.00,0.00,0.00,260.00,46.00,35.00,62.00,7.00,,,0.01,2.55,13.19
2023,Punjab,Amritsar,,Amritsar Urban-10,31.64900,74.81570,7.81,695.00,0.00,378.00,28.00,1.50,0.00,0.00,0.00,220.00,56.00,19.00,63.00,8.00,,,0.34,17.94,5.16
2023,Punjab,Amritsar,,Amritsar Urban-11,31.65960,74.84150,7.95,575.00,0.00,340.00,28.00,1.20,0.00,0.00,0.00,220.00,47.00,25.00,37.00,8.00,,,0.05,8.99,11.32
2023,Punjab,Amritsar,,Amritsar Urban-12,31.66490,74.86020,8.02,570.00,0.00,356.00,28.00,1.00,0.00,0.00,0.00,240.00,60.00,22.00,38.00,8.00,,,0.03,2.46,12.24
2023,Punjab,Amritsar,,Amritsar Urban-13,31.66830,74.89230,7.82,628.00,0.00,365.00,43.00,1.10,0.00,1.00,0.00,250.00,60.00,32.00,48.00,9.00,,,0.05,5.21,18.90
2023,Punjab,Amritsar,,Amritsar Urban-14,31.66970,74.93950,7.72,860.00,0.00,439.00,64.00,0.95,0.00,33.00,0.00,300.00,84.00,22.00,75.00,19.00,,,0.02,2.84,56.88
2023,Punjab,Amritsar,,Amritsar Urban-15,31.67800,74.95290,8.01,1184.00,0.00,485.00,125.00,1.20,0.00,31.00,0.00,210.00,52.00,19.00,183.00,14.00,,,0.02,5.02,16.69
2023,Punjab,Amritsar,,Fatehgarhshukarchak,31.67280,74.97470,7.93,510.00,0.00,281.00,35.00,0.62,0.00,1.00,0.00,220.00,64.00,15.00,25.00,12.00,,,0.08,19.34,12.03
2023,Punjab,Amritsar,,"Govt Medical College, Amritsar",31.65290,74.88430,8.13,614.00,0.00,327.00,57.00,0.80,0.00,2.00,0.00,220.00,52.00,22.00,51.00,9.00,,,0.03,2.08,12.71
2023,Punjab,Amritsar,,Khaparkheri,31.59500,74.79560,8.25,592.00,0.00,293.00,35.00,0.88,0.00,0.00,0.00,160.00,24.00,24.00,59.00,7.00,,,0.04,6.19,10.60
2023,Punjab,Amritsar,,Loharka Khurd,31.73420,74.86820,7.90,697.00,0.00,330.00,28.00,0.59,0.00,1.00,0.00,220.00,32.00,34.00,36.00,8.00,,,0.03,2.01,7.48
2023,Punjab,Amritsar,,Mulla Behram (Attari),31.59440,74.73850,7.83,1225.00,0.00,391.00,128.00,0.85,71.00,0.00,0.00,270.00,44.00,39.00,130.00,34.00,,,0.15,3.91,182.37
2023,Punjab,Barnala,,Barnala,30.35920,75.53250,8.11,1282.00,0.00,728.00,59.00,0.67,45.00,17.00,0.00,290.00,36.00,49.00,205.00,8.00,,,0.03,0.97,36.25
2023,Punjab,Barnala,,Bhaini Mehraj,30.28060,75.68250,8.60,812.00,36.00,366.00,20.00,0.85,65.00,4.00,0.00,198.00,20.00,36.00,120.00,6.00,,,0.02,0.75,41.44
2023,Punjab,Barnala,,Dhanaula,30.27690,75.58990,8.48,1250.00,60.00,391.00,68.00,0.72,178.00,18.00,0.00,277.00,36.00,46.00,201.00,6.00,,,0.01,0.90,48.63
2023,Punjab,Barnala,,Dhaula,30.28350,75.46310,8.30,1144.00,60.00,378.00,61.00,0.85,148.00,19.00,0.00,218.00,32.00,34.00,205.00,5.00,,,0.01,0.96,32.35
2023,Punjab,Barnala,,Dhurkot,30.24190,75.46630,8.35,1080.00,60.00,159.00,75.00,1.20,275.00,1.00,0.00,129.00,16.00,22.00,230.00,3.00,,,0.01,0.69,40.02
2023,Punjab,Barnala,,Hamidi,30.46970,75.60850,8.34,920.00,60.00,378.00,41.00,0.60,53.00,14.00,0.00,367.00,48.00,60.00,75.00,8.00,,,0.01,0.94,48.42
2023,Punjab,Barnala,,Kaleke,30.23430,75.54680,8.36,784.00,24.00,305.00,27.00,0.52,110.00,6.00,0.00,277.00,36.00,46.00,78.00,5.00,,,0.01,1.83,14.81
2023,Punjab,Barnala,,Khudi Kalan,30.34780,75.48270,8.14,1224.00,0.00,488.00,123.00,0.81,113.00,23.00,0.00,327.00,44.00,53.00,175.00,8.00,,,0.01,0.89,29.99
2023,Punjab,Barnala,,Kot Duna,30.18760,75.32280,8.25,2060.00,0.00,671.00,177.00,1.50,315.00,25.00,0.00,406.00,44.00,72.00,288.00,95.00,,,0.01,1.28,51.39
2023,Punjab,Barnala,,Sanghera,30.41010,75.56600,8.14,1134.00,0.00,476.00,95.00,0.61,11.00,10.00,0.00,367.00,36.00,67.00,130.00,8.00,,,0.06,0.92,35.40
2023,Punjab,Barnala,,Uppli,30.32570,75.60690,8.36,1585.00,72.00,525.00,95.00,0.85,172.00,24.00,0.00,297.00,32.00,53.00,269.00,8.00,,,0.02,1.25,32.23
2023,Punjab,Barnala,,Chuhanke Kalan,30.47500,75.54830,8.41,670.00,60.00,220.00,20.00,0.55,62.00,12.00,0.00,188.00,28.00,29.00,90.00,5.00,,,0.01,0.49,22.60
2023,Punjab,Barnala,,Gagewal,30.59270,75.48200,8.12,998.00,0.00,525.00,20.00,0.80,90.00,22.00,0.00,297.00,44.00,46.00,125.00,8.00,,,0.02,0.73,44.28
2023,Punjab,Barnala,,Pandori,30.54860,75.61450,8.25,1163.00,0.00,671.00,20.00,0.75,75.00,20.00,0.00,277.00,36.00,46.00,180.00,9.00,,,0.01,0.91,24.04
2023,Punjab,Barnala,,Chananwal,30.50490,75.48380,7.81,1320.00,0.00,793.00,53.00,0.75,75.00,1.00,0.00,340.00,28.00,66.00,210.00,10.00,,,0.08,1.19,46.98
2023,Punjab,Barnala,,Mehal Kalan,30.52300,75.55900,8.20,1205.00,0.00,728.00,66.00,0.80,0.00,50.00,0.00,220.00,40.00,29.00,228.00,13.00,,,0.01,0.83,34.33
2023,Punjab,Barnala,,Bahadaur,30.47500,75.32400,8.14,1344.00,0.00,771.00,59.00,0.82,72.00,21.00,0.00,260.00,92.00,7.00,250.00,8.00,,,0.02,1.08,46.99
2023,Punjab,Barnala,,Cheema,30.40640,75.45570,8.43,1295.00,60.00,500.00,61.00,1.30,120.00,18.00,0.00,277.00,36.00,46.00,210.00,7.00,,,0.01,1.36,47.70
2023,Punjab,Barnala,,Chung,30.46170,75.41060,8.17,1182.00,0.00,683.00,34.00,0.78,55.00,24.00,0.00,307.00,32.00,55.00,172.00,8.00,,,0.01,0.86,43.45
2023,Punjab,Barnala,,Dhilwan (Nabha),30.33560,75.38640,8.02,1732.00,0.00,488.00,170.00,0.59,338.00,24.00,0.00,555.00,79.00,87.00,207.00,9.00,,,0.02,1.02,38.56
2023,Punjab,Barnala,,Mauran (Nabha),30.37180,75.38010,8.40,1132.00,36.00,403.00,68.00,0.73,112.00,21.00,0.00,248.00,32.00,41.00,170.00,8.00,,,0.07,0.86,34.69
2023,Punjab,Barnala,,Sandhu Kalan,30.40590,75.31950,8.48,768.00,60.00,268.00,41.00,0.70,45.00,9.00,0.00,218.00,28.00,36.00,98.00,6.00,,,0.01,1.09,32.76
2023,Punjab,Barnala,,Tapa,30.29720,75.36200,8.08,937.00,0.00,348.00,46.00,0.85,152.00,2.00,0.00,100.00,16.00,15.00,190.00,3.00,,,0.01,2.48,16.50
2023,Punjab,Bathinda,,Balluana,30.22360,74.78200,7.45,5675.00,0.00,1159.00,674.00,1.39,770.00,460.00,0.00,1041.00,12.00,246.00,703.00,400.00,,,0.02,0.65,46.38
2023,Punjab,Bathinda,,Bathinda,30.21330,74.93480,7.46,2301.00,0.00,415.00,222.00,1.06,462.00,183.00,0.00,402.00,39.00,74.00,366.00,72.00,,,0.10,1.01,27.40
2023,Punjab,Bathinda,,Dera Tappa,30.30560,74.90970,7.75,700.00,0.00,330.00,35.00,0.51,60.00,27.00,0.00,330.00,72.00,36.00,32.00,9.00,,,0.04,0.68,27.87
2023,Punjab,Bathinda,,Ganga,30.36200,74.83500,7.67,1498.00,0.00,439.00,106.00,0.39,172.00,135.00,0.00,540.00,32.00,112.00,105.00,30.00,,,0.08,1.05,59.89
2023,Punjab,Bathinda,,Gulabgarh,30.15000,75.00000,7.69,1869.00,0.00,415.00,163.00,0.69,480.00,19.00,0.00,410.00,24.00,85.00,307.00,10.00,,,0.12,0.56,32.79
2023,Punjab,Bathinda,,Kailabander,30.05830,75.06670,7.60,1401.00,0.00,598.00,85.00,1.00,188.00,9.00,0.00,430.00,28.00,88.00,172.00,13.00,,,0.03,1.14,22.58
2023,Punjab,Bathinda,,Khialiwala,30.22640,74.98190,8.51,1125.00,0.00,317.00,106.00,1.08,205.00,2.00,0.00,140.00,24.00,19.00,225.00,3.00,,,0.04,4.04,11.01
2023,Punjab,Bathinda,,Kot Shamir,30.11250,75.00830,7.77,2944.00,0.00,622.00,326.00,0.84,287.00,304.00,0.00,590.00,60.00,107.00,450.00,44.00,,,0.50,0.94,51.62
2023,Punjab,Bathinda,,Nahianwala,30.30560,74.90970,7.57,1980.00,0.00,964.00,106.00,0.88,141.00,23.00,0.00,370.00,36.00,68.00,300.00,70.00,,,0.02,0.18,38.95
2023,Punjab,Bathinda,,Naruana,30.16070,74.89340,7.40,2328.00,0.00,561.00,232.00,0.79,470.00,16.00,0.00,373.00,55.00,57.00,398.00,47.00,,,0.15,0.48,15.42
2023,Punjab,Bathinda,,Kothaguru,30.43360,75.09970,7.93,2512.00,0.00,1184.00,142.00,1.54,257.00,30.00,0.00,220.00,24.00,39.00,568.00,12.00,,,0.05,1.49,94.36
2023,Punjab,Bathinda,,Jandanwala,29.87250,75.25900,7.56,2746.00,0.00,732.00,243.00,1.20,460.00,88.00,0.00,255.00,16.00,52.00,390.00,310.00,,,0.02,0.92,51.27
2023,Punjab,Bathinda,,Mehma Bhagwana,3.28620,74.81620,8.14,2081.00,0.00,818.00,116.00,4.88,295.00,38.00,0.00,157.00,35.00,17.00,455.00,34.00,,,0.07,5.80,62.90
2023,Punjab,Bathinda,,Ghuman Khurd,30.09430,75.26780,7.44,1936.00,0.00,415.00,180.00,0.80,351.00,110.00,0.00,481.00,31.00,98.00,219.00,77.00,,,0.47,0.74,38.14
2023,Punjab,Bathinda,,Mansa Kalan,30.03600,75.16940,7.79,432.00,0.00,134.00,26.00,0.45,92.00,7.00,0.00,177.00,20.00,31.00,33.00,4.00,,,0.93,2.40,9.93
2023,Punjab,Bathinda,,Ramgarh Bhundar,30.07730,75.09490,8.11,4061.00,0.00,1013.00,370.00,2.27,778.00,124.00,0.00,265.00,20.00,52.00,840.00,140.00,,,0.36,1.69,76.62
2023,Punjab,Bathinda,,Bhaini,30.34410,75.16180,7.91,956.00,0.00,537.00,11.00,2.01,65.00,23.00,0.00,177.00,39.00,19.00,170.00,4.00,,,0.05,1.33,55.00
2023,Punjab,Bathinda,,Bhucho Khurd,30.22090,75.04920,8.47,1622.00,60.00,488.00,156.00,3.40,72.00,104.00,0.00,330.00,12.00,73.00,186.00,125.00,,,0.06,1.17,172.85
2023,Punjab,Bathinda,,Dial Pur Bhlaike,30.39600,75.13300,7.74,1187.00,0.00,696.00,28.00,0.82,68.00,13.00,0.00,310.00,28.00,58.00,173.00,8.00,,,0.04,1.05,91.47
2023,Punjab,Bathinda,,Dial Pur Mirja,30.41670,75.11670,7.98,2021.00,0.00,964.00,106.00,2.29,190.00,47.00,0.00,210.00,20.00,39.00,444.00,9.00,,,0.04,0.80,86.34
2023,Punjab,Bathinda,,Kalyan Sukhna,30.37310,75.11560,7.69,2858.00,0.00,537.00,248.00,0.92,428.00,380.00,0.00,510.00,48.00,95.00,430.00,81.00,,,0.03,1.54,88.50
2023,Punjab,Bathinda,,Phulla,30.00970,75.13330,7.84,867.00,0.00,415.00,28.00,2.86,80.00,40.00,0.00,180.00,32.00,24.00,128.00,38.00,,,0.11,3.03,48.63
2023,Punjab,Bathinda,,Allike,30.34330,75.33100,7.81,852.00,0.00,427.00,16.00,1.26,102.00,18.00,0.00,245.00,24.00,45.00,83.00,59.00,,,0.05,1.87,36.32
2023,Punjab,Bathinda,,Ghandawna,30.41320,75.27470,8.33,1065.00,48.00,110.00,85.00,0.47,270.00,1.00,0.00,128.00,27.00,14.00,200.00,12.00,,,0.02,3.31,11.08
2023,Punjab,Bathinda,,Rampur Phull,30.25000,75.16670,7.80,1451.00,0.00,696.00,121.00,0.76,55.00,37.00,0.00,320.00,32.00,58.00,230.00,10.00,,,0.07,0.86,47.01
2023,Punjab,Bathinda,,Phul,30.33750,75.24580,8.23,1020.00,0.00,488.00,64.00,0.86,48.00,47.00,0.00,150.00,24.00,22.00,195.00,8.00,,,0.03,1.14,35.46
2023,Punjab,Bathinda,,Dikh,30.15310,75.27000,7.83,3404.00,0.00,330.00,412.00,0.98,1042.00,36.00,0.00,451.00,71.00,67.00,362.00,575.00,,,0.02,0.78,43.65
2023,Punjab,Bathinda,,Mansa Khurd,29.98730,75.38570,7.70,3581.00,0.00,732.00,275.00,1.39,838.00,114.00,0.00,275.00,31.00,48.00,768.00,12.00,,,0.02,2.25,40.28
2023,Punjab,Bathinda,,Pirkot,30.13900,75.32380,7.97,4166.00,0.00,952.00,401.00,6.87,781.00,74.00,0.00,177.00,39.00,19.00,940.00,16.00,,,0.06,2.43,136.13
2023,Punjab,Bathinda,,Badiala,30.23000,75.32000,7.77,3152.00,0.00,928.00,269.00,1.07,583.00,29.00,0.00,370.00,32.00,71.00,641.00,12.00,,,0.10,0.72,58.37
2023,Punjab,Bathinda,,Dhapali,30.36300,75.24200,8.37,334.00,24.00,110.00,43.00,2.10,0.00,1.00,0.00,70.00,20.00,5.00,55.00,5.00,,,0.02,1.84,20.02
2023,Punjab,Bathinda,,Jhanduke,30.16390,75.15000,7.86,1240.00,0.00,488.00,78.00,0.68,150.00,65.00,0.00,400.00,24.00,83.00,144.00,10.00,,,0.04,0.79,36.19
2023,Punjab,Bathinda,,Chak Hira Singhwala Urf Pakka Khurd,30.00520,74.87190,7.90,3031.00,0.00,1135.00,190.00,3.15,362.00,127.00,0.00,314.00,24.00,62.00,629.00,8.00,,,,,
2023,Punjab,Bathinda,,Ghudda,30.12800,74.78900,7.38,1905.00,0.00,574.00,177.00,0.61,143.00,200.00,0.00,530.00,36.00,107.00,224.00,16.00,,,0.34,1.31,35.34
2023,Punjab,Bathinda,,Jassi Bhagwali,30.06800,74.80100,7.43,1481.00,0.00,622.00,92.00,0.60,168.00,49.00,0.00,420.00,24.00,88.00,190.00,21.00,,,0.10,1.01,28.38
2023,Punjab,Bathinda,,Kaljha Rani,30.09280,74.70160,7.73,510.00,0.00,195.00,16.00,1.88,70.00,7.00,0.00,186.00,31.00,26.00,36.00,6.00,,,0.58,2.56,10.04
2023,Punjab,Bathinda,,Pathrala,29.99920,75.75160,7.61,289.00,0.00,98.00,11.00,0.46,58.00,3.00,0.15,137.00,43.00,7.00,8.00,4.00,,,0.74,2.75,2.73
2023,Punjab,Bathinda,,Phullo Mithi,30.09800,74.84500,8.74,419.00,24.00,146.00,50.00,2.50,0.00,10.00,0.00,120.00,36.00,7.00,50.00,13.00,,,,,
2023,Punjab,Bathinda,,Rai Ke Kalan,30.07640,74.70280,7.24,1774.00,0.00,427.00,177.00,0.41,322.00,110.00,0.00,450.00,68.00,68.00,237.00,49.00,,,0.20,0.90,4.90
2023,Punjab,Bathinda,,Sangat Kalan,30.08390,74.84170,7.50,1253.00,0.00,598.00,57.00,1.28,128.00,33.00,0.00,460.00,36.00,90.00,119.00,13.00,,,0.28,1.10,46.38
2023,Punjab,Bathinda,,Bangi Nihal Singh,30.00930,74.96330,7.49,1362.00,0.00,391.00,106.00,0.65,228.00,37.00,0.00,392.00,79.00,48.00,150.00,19.00,,,0.50,1.70,13.27
2023,Punjab,Bathinda,,Malkana,29.93680,75.03170,7.15,2185.00,0.00,403.00,259.00,0.52,392.00,89.00,0.00,343.00,67.00,43.00,178.00,352.00,,,0.22,0.80,3.49
2023,Punjab,Bathinda,,Ram Tirath Jaga,29.95170,75.15060,7.51,2281.00,0.00,671.00,227.00,0.85,302.00,40.00,0.00,324.00,31.00,60.00,320.00,160.00,,,1.03,0.93,39.26
2023,Punjab,Bathinda,,Raman,29.96800,74.96130,7.61,5155.00,0.00,879.00,581.00,3.10,1102.00,122.00,0.00,539.00,47.00,102.00,1024.00,26.00,,,0.19,1.13,53.37
2023,Punjab,Bathinda,,Singo,29.91100,75.16300,7.62,364.00,0.00,195.00,26.00,0.39,0.00,7.00,0.00,157.00,39.00,14.00,22.00,5.00,,,0.03,3.19,4.05
2023,Punjab,Bathinda,,Bahman Kor Sing,29.90900,75.12700,8.34,421.00,24.00,159.00,14.00,1.00,45.00,5.00,0.00,200.00,36.00,27.00,18.00,8.00,,,0.06,1.25,13.14
2023,Punjab,Bathinda,,Bhagi Bandar,30.03100,75.06700,8.04,2996.00,0.00,1623.00,184.00,4.58,102.00,51.00,0.00,120.00,20.00,17.00,746.00,11.00,,,0.38,5.59,255.74
2023,Punjab,Bathinda,,Gurusar,29.99300,75.09200,7.38,2991.00,0.00,989.00,269.00,1.27,473.00,74.00,0.00,721.00,56.00,141.00,463.00,19.00,,,0.20,0.95,106.86
2023,Punjab,Bathinda,,Jajjal,29.75830,75.10000,8.02,312.00,0.00,134.00,14.00,0.34,40.00,7.00,0.00,150.00,32.00,17.00,10.00,9.00,,,0.08,1.96,2.44
